Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
male,group D,,standard,none,single,sometimes,yes,1,school_bus,76
female,group C,high school,standard,none,married,never,yes,4,school_bus,60
male,group C,some college,standard,none,single,regularly,no,2,school_bus,59
female,group B,high school,standard,completed,divorced,regularly,yes,3,school_bus,65
female,group B,some college,free/reduced,none,single,sometimes,yes,1,private,54
female,group C,some high school,standard,none,divorced,sometimes,no,3,school_bus,72
male,group B,associate's degree,standard,completed,married,regularly,yes,0,private,90
female,group C,high school,standard,completed,single,sometimes,yes,1,school_bus,50
female,group B,some college,standard,none,single,never,yes,2,school_bus,49
male,group D,associate's degree,free/reduced,none,,never,no,2,school_bus,70
male,group C,some college,standard,none,divorced,regularly,yes,4,,95
male,group E,some high school,standard,none,divorced,regularly,yes,3,school_bus,71
female,group D,associate's degree,standard,none,single,sometimes,no,,school_bus,65
female,group D,associate's degree,free/reduced,completed,single,regularly,yes,6,school_bus,75
male,group E,high school,standard,none,married,regularly,no,1,,61
male,group E,bachelor's degree,standard,,widowed,sometimes,yes,,private,75
female,group B,associate's degree,standard,none,single,regularly,yes,2,private,83
female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,6,,63
male,group C,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,55
female,group B,some college,free/reduced,none,single,sometimes,no,3,school_bus,51
female,group C,some high school,standard,completed,divorced,regularly,no,5,private,69
male,group B,associate's degree,standard,none,married,sometimes,yes,4,school_bus,63
female,group D,bachelor's degree,standard,completed,single,regularly,no,2,private,80
female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,school_bus,67
male,group D,master's degree,standard,none,married,regularly,yes,5,school_bus,96
male,group B,,standard,,married,regularly,,1,private,75
male,group B,some college,free/reduced,none,married,never,no,3,school_bus,57
female,group E,associate's degree,free/reduced,none,married,never,yes,0,school_bus,62
male,group B,bachelor's degree,free/reduced,completed,married,never,yes,2,school_bus,66
female,group C,some college,standard,completed,married,regularly,no,1,,61
male,group C,some high school,free/reduced,none,single,regularly,yes,0,school_bus,55
female,group D,high school,standard,none,single,regularly,,1,school_bus,83
male,group C,bachelor's degree,standard,none,single,never,no,2,school_bus,82
male,group E,some high school,free/reduced,none,single,sometimes,no,3,private,47
female,group A,associate's degree,free/reduced,none,married,sometimes,yes,2,private,49
male,group D,master's degree,standard,none,married,sometimes,yes,5,private,84
female,group E,some college,free/reduced,completed,married,regularly,no,3,private,59
female,group C,high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,60
female,group D,some college,standard,none,married,sometimes,yes,3,private,49
male,group C,some college,free/reduced,completed,married,sometimes,no,1,school_bus,78
male,group D,high school,standard,none,single,sometimes,yes,2,,72
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,48
male,group C,master's degree,free/reduced,none,single,never,no,1,,50
male,group C,,standard,none,married,sometimes,yes,5,school_bus,52
male,group B,some high school,standard,none,single,sometimes,no,3,school_bus,63
female,group C,some college,standard,none,single,sometimes,yes,1,school_bus,81
female,group B,associate's degree,standard,none,widowed,regularly,yes,2,private,81
male,group E,some college,standard,none,single,regularly,no,4,school_bus,81
female,group C,some college,free/reduced,none,married,regularly,yes,3,private,17
female,group B,some college,free/reduced,,married,regularly,yes,,private,50
female,group C,some high school,standard,none,divorced,regularly,yes,3,school_bus,44
male,group B,some college,standard,completed,married,regularly,yes,1,private,59
female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,53
female,group D,high school,standard,completed,married,sometimes,yes,0,private,78
male,,bachelor's degree,standard,none,single,sometimes,yes,1,private,71
male,group C,master's degree,free/reduced,none,single,regularly,yes,1,private,61
female,group D,high school,free/reduced,none,single,sometimes,yes,2,private,48
male,group C,associate's degree,standard,completed,single,regularly,yes,1,private,78
female,group D,high school,free/reduced,none,married,sometimes,no,7,private,60
female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,66
male,group C,associate's degree,standard,none,married,regularly,yes,,private,87
male,,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,54
female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,80
male,group D,high school,free/reduced,completed,single,regularly,yes,2,private,67
male,group E,associate's degree,standard,completed,married,regularly,yes,2,school_bus,91
male,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,60
male,group D,some college,standard,completed,married,regularly,no,1,school_bus,93
female,group D,some college,free/reduced,none,single,regularly,yes,4,school_bus,57
female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,0,private,66
female,group B,some high school,standard,completed,single,sometimes,no,2,school_bus,71
male,group D,some college,standard,none,single,,yes,0,school_bus,63
male,group E,some high school,standard,none,married,sometimes,no,3,school_bus,84
female,group E,associate's degree,standard,none,married,sometimes,yes,1,private,70
female,group C,some college,free/reduced,completed,single,regularly,yes,0,private,73
female,group D,some college,standard,none,married,regularly,yes,1,school_bus,40
female,group A,associate's degree,standard,completed,single,sometimes,no,3,school_bus,90
female,group B,bachelor's degree,free/reduced,completed,single,,yes,1,,54
male,,,standard,completed,single,sometimes,yes,0,school_bus,79
male,group C,master's degree,standard,none,married,regularly,,1,school_bus,98
female,group D,some high school,free/reduced,none,married,regularly,no,1,,43
male,group D,bachelor's degree,standard,none,married,regularly,yes,2,,82
male,group D,high school,free/reduced,completed,married,never,yes,3,,40
female,group D,some high school,free/reduced,none,single,regularly,yes,2,private,54
female,group B,some college,free/reduced,none,married,never,yes,2,school_bus,39
female,group A,associate's degree,standard,completed,widowed,sometimes,yes,2,private,93
female,group E,high school,standard,none,married,regularly,yes,3,school_bus,70
female,group C,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,57
female,group C,some college,standard,none,divorced,regularly,yes,4,private,66
female,group A,some high school,standard,none,married,regularly,no,1,school_bus,75
male,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,50
female,group D,high school,standard,none,married,sometimes,yes,3,private,80
female,group C,some college,standard,none,single,regularly,yes,3,private,57
male,group C,some high school,standard,none,single,sometimes,yes,0,school_bus,42
male,group C,associate's degree,standard,none,married,regularly,no,2,,82
female,group B,some college,standard,none,married,sometimes,yes,2,private,70
female,group C,some college,standard,completed,single,regularly,no,3,school_bus,60
male,group B,,free/reduced,completed,married,regularly,no,2,school_bus,53
male,,bachelor's degree,free/reduced,,single,regularly,no,3,private,63
female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,92
female,group B,high school,free/reduced,none,married,regularly,yes,0,private,44
male,group D,associate's degree,standard,completed,single,regularly,yes,1,private,85
male,group B,some high school,standard,completed,single,sometimes,no,1,private,44
male,group D,some college,standard,none,married,sometimes,no,2,private,70
female,group B,high school,free/reduced,none,married,sometimes,yes,3,school_bus,29
female,group D,high school,free/reduced,completed,divorced,sometimes,yes,0,,50
male,group E,some college,free/reduced,none,married,sometimes,yes,1,school_bus,73
male,group C,some high school,standard,none,divorced,regularly,no,1,school_bus,71
female,group C,high school,standard,none,married,never,no,1,school_bus,75
male,group B,some college,standard,none,married,never,yes,3,private,64
female,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,62
male,group E,some high school,standard,none,single,sometimes,yes,0,private,77
male,group B,some college,standard,none,single,sometimes,no,3,school_bus,81
male,group B,high school,standard,none,married,sometimes,yes,3,school_bus,47
male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,67
male,,associate's degree,standard,,single,regularly,yes,3,,69
female,group C,some college,free/reduced,none,married,sometimes,yes,1,private,64
female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,no,2,,59
female,group C,some college,free/reduced,completed,single,regularly,no,3,,61
male,group B,some college,standard,none,married,,yes,0,school_bus,49
female,group C,associate's degree,standard,,,regularly,,1,private,89
female,group D,some high school,standard,completed,married,sometimes,no,2,school_bus,67
female,group E,some high school,standard,none,married,never,no,1,private,87
female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,53
male,group D,high school,standard,completed,single,regularly,yes,,school_bus,74
female,group E,high school,free/reduced,completed,married,sometimes,yes,1,,71
male,group D,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,63
female,group E,some college,standard,none,married,regularly,yes,3,school_bus,72
female,group D,high school,standard,none,married,sometimes,yes,1,school_bus,66
female,group C,some college,standard,none,married,regularly,yes,3,private,55
female,group E,some college,free/reduced,completed,married,regularly,no,1,school_bus,83
male,group D,master's degree,standard,none,married,sometimes,yes,1,school_bus,68
female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,87
